original_address,lat,lon,formatted,housenumber,name,street,suburb,postcode,county,district,city,state,confidence_street_level,country,country_code,confidence,confidence_city_level,attribution,attribution_license,attribution_url
"1720 Greåker",59.2677028,11.466025,"Greåker (Greåker)",,Greåker,,,,Østfold,,Greåker,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1816 Skiptvet",59.47112894999999,11.151797925103532,"1816 Skiptvet",,,,,1816,Østfold,,Skiptvet,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1825 Tomter",59.6608561,10.9995635,"1825 Tomter (Tomter)",,Tomter,,,1825,Østfold,,Tomter,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1900 Fetsund",59.9274398,11.1620196,"1900 Fetsund (Fetsund)",,Fetsund,,,1900,Akershus,,Fetsund,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1911 Flateby",59.8292738,11.153367,"1911 Flateby (Flateby)",,Flateby,,,1911,Akershus,,Flateby,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1928 Haga",60.4328236,11.5803413,"Tonerroa, 2133 Toner",,Tonerroa,Tonerroa,,2133,Innlandet,,Toner,,,Norway,no,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1932 Finstadbru",59.9409783,11.4324201,"Finstadbru, 1930 Aurskog-Høland",,Finstadbru,,Finstadbru,1930,Akershus,,Aurskog-Høland,,,Norway,no,0.3,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1950 Rømskog",59.7492558,11.8128562,"1950 Rømskog (Rømskog)",,Rømskog,,,1950,Akershus,,Rømskog,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1954 Setskog",59.828227,11.7200839,"1954 Setskog (Setskog)",,Setskog,,,1954,Akershus,,Setskog,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1960 Løken",59.7956824,11.4657623,"1960 Løken (Løken)",,Løken,,,1960,Akershus,,Løken,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1990 Skjetten",59.97185,11.00693,"Lillestrøm (Skjetten), Viken",,,,,,,Lillestrøm,Skjetten,Viken,,Norway,no,1,1,,,https://www.whosonfirst.org/docs/licenses/
"2 km. nord for Bodø.",,,,,,,,,,,,,,,,,,,,
"2000 Lillestrøm",59.95571498,11.05995671,"2000 Lillestrøm",,,,,2000,Akershus,,Lillestrøm,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2006 Løvenstad",59.936959,11.026377,"Løvenstad, 2006 Rælingen",,Løvenstad,,Løvenstad,2006,Akershus,,Rælingen,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2007 Kjeller",59.9738693,11.0475937,"2007 Kjeller (Kjeller)",,Kjeller,,,2007,Akershus,,Kjeller,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2008 Fjerdingby",59.921804,11.0738113,"2008 Fjerdingby (Fjerdingby)",,Fjerdingby,,,2008,Akershus,,Fjerdingby,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2009 Nordby",59.8674612,11.09335,"2009 Nordby (Fjellstad)",,Nordby,,,2009,Akershus,,Fjellstad,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2010 Strømmen",59.9484445,11.0100743,"2010 Strømmen (Strømmen)",,Strømmen,,,2010,Akershus,,Strømmen,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2020 Skedsmokorset",60.0045847,11.0327923,"2020 Skedsmokorset (Skedsmokorset)",,Skedsmokorset,,,2020,Akershus,,Skedsmokorset,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2022 Gjerdrum",60.0787767,11.020612257865926,"2022 Gjerdrum",,,,,2022,Akershus,,Gjerdrum,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2033 Åsgreina",60.1709688,10.9910233,"2033 Åsgreina (Åsgreina)",,Åsgreina,,,2033,Akershus,,Åsgreina,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2045 Leirsund",59.9999567,11.0870456,"Leirsund, Sundstuveien, 2015 Leirsund",,Leirsund,Sundstuveien,Søndre Ullreng,2015,Akershus,Kjusløkka,Leirsund,Viken,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2060 Gardermoen",60.1931149,11.0616782,"2060 Garder (Garder)",,Garder,,,2060,Akershus,,Garder,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2070 Råholt",60.2838578,11.1728733,"2070 Råholt",,Råholt,,,2070,Akershus,,Råholt,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2073 Bøn",60.2912103,11.1983858,"Bøn, 2073 Råholt",,Bøn,,Bøn,2073,Akershus,,Råholt,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2080 Eidsvoll postkontor",60.32962210063445,11.264865374328942,"2080 Eidsvoll",,Eidsvoll,,,2080,Akershus,,Eidsvoll,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2080 Eidsvoll",60.329622101,11.264865374,"2080 Eidsvoll",,,,,2080,Akershus,,Eidsvoll,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2092 Minnesund",60.3915023,11.2133326,"2092 Minnesund (Minnesund)",,Minnesund,,,2092,Akershus,,Minnesund,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2100 Skarnes",60.2539143,11.6848561,"2100 Skarnes (Skarnes)",,Skarnes,,,2100,Innlandet,,Skarnes,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2110 Slåstad",60.2796599,11.7702139,"Slåstad, 2110 Sør-Odal",,Slåstad,,Slåstad,2110,Innlandet,,Sør-Odal,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2150 Årnes",60.122332,11.4701491,"2150 Årnes (Årnes)",,Årnes,,,2150,Akershus,,Årnes,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2180 Haga",59.805076,5.522666,"Haga, 5416 Rommetveit",,Haga,Haga,,5416,Vestland,,Rommetveit,,,Norway,no,0,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2182 Horten",59.4101728,10.443739186052063,"Horten",,,,,,Vestfold,,Horten,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2200 Kongsvinger",60.1899109,12.216023065279844,"Kongsvinger",,,,,,Innlandet,,Kongsvinger,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2224 Austmarka",60.1003757,12.3212407,"2224 Austmarka (Austmarka)",,Austmarka,,,2224,Innlandet,,Austmarka,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2232 Tobøl, Stangnes",59.9720213,12.0554606,"2232 Tobøl (Tobøl)",,Tobøl,,,2232,Innlandet,,Tobøl,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2260 Kirkenær",60.4563525,12.058381,"2260 Kirkenær (Kirkenær)",,Kirkenær,,,2260,Innlandet,,Kirkenær,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2270 Flisa",60.6131745,12.0108926,"2270 Flisa (Flisa)",,Flisa,,,2270,Innlandet,,Flisa,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2300 Hamar",61.0014937,11.16479641006573,"Hamar",,,,,,Innlandet,,Hamar,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2350 Nes",60.762299,10.9416396,"2350 Tingnes (Tingnes)",,Tingnes,,,2350,Innlandet,,Tingnes,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2355 Gaupen",60.8685523,10.7771443,"2355 Gaupen (Gaupen)",,Gaupen,,,2355,Innlandet,,Gaupen,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2380 Brumunddal",60.873736185,10.95085105,"2380 Brumunddal",,,,,2380,Innlandet,,Brumunddal,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2390 Moelv",60.9297779,10.7000422,"2390 Moelv",,Moelv,,,2390,Innlandet,,Moelv,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2414 Kjernmoen",60.872117517777774,11.574846738148148,"2414 Elverum",,Elverum,,,2414,Innlandet,,Elverum,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2427 Plassen",61.1344412,12.5017141,"Plassen (Plassen)",,Plassen,,,,Innlandet,,Plassen,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2432 Slettås",61.372157,11.9536162,"2432 Slettås (Slettås)",,Slettås,,,2432,Innlandet,,Slettås,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2445 Femundsenden",61.9235966,11.9168832,"Femundsenden (Femundsenden)",,Femundsenden,,,,Innlandet,,Femundsenden,,,Norway,no,0.8260869565217391,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2480 Koppang",61.5710031,11.0499925,"Koppang (Koppang)",,Koppang,,,,Innlandet,,Koppang,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2483 Rendalen",61.8918093,11.0777424,"Bergset (Bergset)",,Bergset,,,,Innlandet,,Bergset,,,Norway,no,0.7894736842105263,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2500 Tynset",62.294958942,10.714241635,"2500 Tynset",,,,,2500,Innlandet,,Tynset,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2544 Øversjødalen",62.2085749,11.4819772,"Øversjødalen, 2544 Tolga",,Øversjødalen,,Øversjødalen,2544,Innlandet,,Tolga,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2592 Kvikne",61.5745535,9.5855817,"Kvikne, Nord-Fron",,Kvikne,,Kvikne,,Innlandet,,Nord-Fron,,,Norway,no,0.7647058823529411,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2600 Lillehammer",61.1333408,10.426585544131413,"Lillehammer",,,,,,Innlandet,,Lillehammer,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2616 Lismarka",61.0712603,10.6239399,"2616 Lismarka (Lismarka)",,Lismarka,,,2616,Innlandet,,Lismarka,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2625 Olstad",58.8187089,8.5325871,"Olstad, 4865 Åmli",,Olstad,Olstad,Olstad,4865,Agder,,Åmli,,,Norway,no,0,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2632 Venabygd",61.638087995,10.078305526,"2632 Ringebu",,,,,2632,Innlandet,,Ringebu,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2634 Fåvang",61.4554298,10.1947546,"2634 Fåvang (Fåvang)",,Fåvang,,,2634,Innlandet,,Fåvang,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2638 Fåberg",61.6716408,7.3269297,"Fåberg (Fåberg)",,Fåberg,,,,Vestland,,Fåberg,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2640 Vinstra",61.5964906,9.7361913,"2640 Vinstra",,Vinstra,,,2640,Innlandet,,Vinstra,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2643 Skåbu",61.5255674,9.4093793,"Skåbu (Skåbu)",,Skåbu,,,,Innlandet,,Skåbu,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2645 Harpefoss",61.5773469,9.861588,"Harpefoss (Harpefoss)",,Harpefoss,,,,Innlandet,,Harpefoss,,,Norway,no,0.8,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2647 Hundorp",61.5552602,9.9403522,"2647 Hundorp (Hundorp)",,Hundorp,,,2647,Innlandet,,Hundorp,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2647 Hundtorp",61.538892673807034,9.930952479310344,"2647 Sør-Fron",,Sør-Fron,,,2647,Innlandet,,Sør-Fron,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2650 Kvam",61.6649478,9.6877468,"Kvam (Kvam)",,Kvam,,,,Innlandet,,Kvam,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2670 Otta",61.7712448,9.5352541,"2670 Otta",,Otta,,,2670,Innlandet,,Otta,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2679 Høvringen",61.8926532,9.4784412,"Høvringen, 2673 Olstadsætre",,Høvringen,,Høvringen,2673,Innlandet,,Olstadsætre,,,Norway,no,0.3,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2687 Bøverdalen",61.69410331606648,8.24894607229917,"2687 Lom",,Lom,,,2687,Innlandet,,Lom,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2700 Jevnaker",61.3931963,12.173751,"Jevnaker, Trysil",,Jevnaker,,Jevnaker,,Innlandet,,Trysil,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2730 Lunner",60.30180928,10.570265529,"2730 Lunner",,,,,2730,Akershus,,Lunner,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2750 Gran",60.3591267,10.5728398,"2750 Gran",,Gran,,,2750,Innlandet,,Gran,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2760 Brandbu",60.4207532,10.5070018,"2760 Brandbu (Brandbu)",,Brandbu,,,2760,Innlandet,,Brandbu,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2770 Jaren",60.3925694,10.5617639,"2770 Jaren (Jaren)",,Jaren,,,2770,Innlandet,,Jaren,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2800 Gjøvik",60.87216165,10.503886379493999,"Gjøvik",,,,,,Innlandet,,Gjøvik,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2814 Landåsbygda",60.83345,10.29602,"Landåsbygda, 2861 Landåsbygda",,Landåsbygda,,,2861,,,Landåsbygda,Innlandet,,Norway,no,1,1,,CC BY 4.0,https://www.geonames.org/datasources/
"2829 Ø. Snertingdal",60.872162,10.448622,"Gjovik (Snertingdal), Innlandet",,,,,,,Gjovik,Snertingdal,Innlandet,,Norway,no,0.25,1,,,https://www.whosonfirst.org/docs/licenses/
"2830 Raufoss",60.7260799,10.6133236,"2830 Raufoss",,Raufoss,,,2830,Innlandet,,Raufoss,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2834 Nygard",60.732365651,10.634746578,"2834 Vestre Toten",,,,,2834,Innlandet,,Vestre Toten,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2843 Eina",60.6286731,10.5987753,"2843 Eina (Eina)",,Eina,,,2843,Innlandet,,Eina,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2850 Lena",60.6739717,10.8134458,"2850 Lena (Lena)",,Lena,,,2850,Innlandet,,Lena,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2858 Kapp",60.7143314,10.8578361,"2849 Kapp (Kapp)",,Kapp,,,2849,Innlandet,,Kapp,,,Norway,no,0.3,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2864 Fall",60.6717528,10.3634556,"2864 Fall (Fall)",,Fall,,,2864,Innlandet,,Fall,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3022 Drammen",59.755354044,10.163976379,"3022 Drammen",,,,,3022,Buskerud,Bragernes,Drammen,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3033 Drammen",59.718911203,10.159589948,"3033 Drammen",,,,,3033,Buskerud,Konnerud,Drammen,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3060 Svelvik",59.629158454,10.388141477,"3060 Drammen",,,,,3060,Buskerud,Svelvik,Drammen,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3070 Sande",59.5872896,10.2075012,"3070 Sande (Sande)",,Sande,,,3070,Vestfold,,Sande,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3080 Holmestrand",59.4899583,10.3150445,"3080 Holmestrand",,Holmestrand,,,3080,Vestfold,,Holmestrand,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3100 Tønsberg",59.3549795,10.282049110877239,"Tønsberg",,,,,,Vestfold,,Tønsberg,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3109 Lofts-Eik",59.289262,10.417873,"Lofts-Eik post i butikk, Veslemøys vei, 3122 Tønsberg",,Lofts-Eik post i butikk,Veslemøys vei,Eik,3122,Vestfold,Faerder,Tønsberg,Vestfold og Telemark,,Norway,no,0.7290000000000001,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3109 LoftsEik, Tønsberg",59.30183625,10.427834440304231,"Loftseik, Lofseik, Tønsberg, Vestfold",,Loftseik,,Lofseik,,Vestfold,,Tønsberg,,1,Norway,no,0.5,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3110 Tønsberg",59.267472727,10.412249915,"3110 Tønsberg",,,,,3110,Vestfold,,Tønsberg,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3120 Andebu, Høyjord",59.2465859043346,10.421272417338402,"3120 Færder",,Færder,,,3120,Vestfold,,Færder,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3140 Borgheim, Nøtterøy",59.2262739,10.407459,"Borgheim, 3140 Tandstad",,Borgheim,,Borgheim,3140,Vestfold,,Tandstad,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3155 Åsgårdstrand",59.3562258,10.4597499,"Åsgårdstrand, Palettveien, 3179 Åsgårdstrand",,Åsgårdstrand,Palettveien,,3179,Vestfold,Damåsen,Åsgårdstrand,Vestfold og Telemark,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3174 Revetal",59.3723954,10.2631011,"3174 Revetal (Revetal)",,Revetal,,,3174,Vestfold,,Revetal,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3182 Horten",59.411457157,10.473559184,"3182 Horten",,,,,3182,Vestfold,,Horten,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3250 Larvik",59.0967308,10.021929959972812,"Larvik",,,,,,Vestfold,,Larvik,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3268 Larvik",59.071078505,9.964799379,"3268 Larvik",,,,,3268,Vestfold,,Larvik,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3275 Svarstad",59.401584,9.9614111,"3275 Svarstad (Svarstad)",,Svarstad,,,3275,Vestfold,,Svarstad,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3290 Stavern",58.9983397,10.0360061,"3290 Stavern",,Stavern,,,3290,Vestfold,,Stavern,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3371 Vikersund",59.9660881,9.994865,"3370 Vikersund",,Vikersund,,,3370,Buskerud,,Vikersund,,,Norway,no,0.3,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3410 Sylling",59.8944404,10.2841004,"3410 Sylling (Sylling)",,Sylling,,,3410,Buskerud,,Sylling,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3440 Røyken",59.7467876,10.3937509,"3440 Røyken (Røyken)",,Røyken,,,3440,Akershus,,Røyken,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3500 Hønefoss",59.715626,7.5764981,"Hønefoss",,Hønefoss,,,,Telemark,,Hønefoss,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3524 Nes i Ådal",60.563537,9.9878897,"3524 Nes (Nes)",,Nes,,,3524,Buskerud,,Nes,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3570 Ål",60.65732695,8.485738472,"3570 Ål",,,,,3570,Buskerud,,Ål,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3600 Kongsberg",59.594550049999995,9.670860075643745,"Kongsberg",,,,,,Buskerud,,Kongsberg,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3660 Rjukan",59.8786976,8.5941579,"3660 Rjukan",,Rjukan,,,3660,Telemark,,Rjukan,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3700 Skien",59.2662883,9.531135447537467,"Skien",,,,,,Telemark,,Skien,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3716 Skien",59.223726819,9.596690639,"3716 Skien",,,,,3716,Telemark,,Skien,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3717 Skien",59.2091003,9.607544,"3717 Skien",,Skien,,,3717,Telemark,,Skien,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3718 Skien",59.206922304,9.581963619,"3718 Skien",,,,,3718,Telemark,,Skien,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3740 Lunde",59.154551879,9.633387056,"3740 Skien",,,,,3740,Telemark,,Skien,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3750 Drangedal",59.082906458,8.942481736,"3750 Drangedal",,,,,3750,Telemark,,Drangedal,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3864 Rjukan",59.737535161191175,8.112141262229759,"3864 Vinje",,Vinje,,,3864,Telemark,,Vinje,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
